Year,Month,Consultation_Type,Case,Sex,Age_range,Total
2023,11,2,11,1,9,1.0
2023,11,2,39,1,9,
2023,11,2,59,1,9,1.0
2023,11,2,36,1,9,
2023,11,2,35,1,9,
2023,11,2,16,1,9,
2023,11,2,14,1,9,1.0
2023,11,2,12,1,9,
2023,11,3,52,1,9,
2023,11,3,86,1,9,
2023,11,3,87,1,9,
2023,11,3,88,1,9,
2023,11,3,89,1,9,
2023,11,3,90,1,9,
2023,11,3,91,1,9,
2023,11,3,92,1,9,
2023,11,3,93,1,9,
2023,11,3,94,1,9,
2023,10,1,1,1,9,2.0
2023,10,1,6,1,9,1.0
2023,10,1,3,1,9,1.0
2023,10,1,4,1,9,3.0
2023,10,1,7,1,9,1.0
2023,10,1,48,1,9,1.0
2023,10,1,10,1,9,2.0
2023,10,1,8,1,9,1.0
2023,10,1,5,1,9,
2023,10,1,17,1,9,2.0
2023,10,2,35,1,9,
2023,10,2,49,1,9,1.0
2023,10,2,12,1,9,
2023,10,2,11,1,9,1.0
2023,10,2,17,1,9,
2023,10,2,15,1,9,1.0
2023,10,2,16,1,9,
2023,10,2,95,1,9,
2023,10,2,14,1,9,
2023,10,2,51,1,9,
2023,10,3,52,1,9,
2023,10,3,35,1,9,
2023,10,3,23,1,9,1.0
2023,10,3,21,1,9,
2023,10,3,95,1,9,
2023,10,3,96,1,9,
2023,10,3,41,1,9,
2023,10,3,97,1,9,
2023,10,3,98,1,9,
2023,10,3,99,1,9,
2023,9,1,1,1,9,2.0
2023,9,1,6,1,9,1.0
2023,9,1,3,1,9,2.0
2023,9,1,4,1,9,
2023,9,1,7,1,9,3.0
2023,9,1,10,1,9,3.0
2023,9,1,8,1,9,3.0
2023,9,1,48,1,9,
2023,9,1,84,1,9,3.0
2023,9,1,5,1,9,1.0
2023,9,2,35,1,9,0.0
2023,9,2,12,1,9,0.0
2023,9,2,11,1,9,2.0
2023,9,2,17,1,9,2.0
2023,9,2,49,1,9,0.0
2023,9,2,95,1,9,0.0
2023,9,2,15,1,9,0.0
2023,9,2,16,1,9,1.0
2023,9,2,51,1,9,0.0
2023,9,2,14,1,9,0.0
2023,9,3,52,1,9,1.0
2023,9,3,100,1,9,
2023,9,3,101,1,9,
2023,9,3,102,1,9,
2023,9,3,103,1,9,
2023,9,3,104,1,9,
2023,9,3,105,1,9,
2023,9,3,106,1,9,
2023,9,3,107,1,9,
2023,9,3,108,1,9,
2023,4,1,1,0,9,
2023,4,1,2,0,9,32.0
2023,4,1,3,0,9,
2023,4,1,4,0,9,1.0
2023,4,1,5,0,9,
2023,4,1,6,0,9,
2023,4,1,7,0,9,2.0
2023,4,1,8,0,9,5.0
2023,4,1,9,0,9,
2023,4,1,10,0,9,2.0
2023,4,2,11,0,9,1.0
2023,4,2,12,0,9,2.0
2023,4,2,13,0,9,
2023,4,2,14,0,9,1.0
2023,4,2,15,0,9,2.0
2023,4,2,16,0,9,
2023,4,2,17,0,9,
2023,4,2,18,0,9,
2023,4,2,19,0,9,
2023,4,2,20,0,9,
2023,4,3,21,0,9,
2023,4,3,22,0,9,
2023,4,3,23,0,9,
2023,4,3,24,0,9,
2023,4,3,25,0,9,
2023,4,3,26,0,9,
2023,4,3,27,0,9,
2023,4,3,28,0,9,
2023,4,3,29,0,9,
2023,4,3,30,0,9,
2023,4,3,31,0,9,
2023,4,3,32,0,9,
2023,8,1,1,0,9,1.0
2023,8,1,3,0,9,1.0
2023,8,1,9,0,9,1.0
2023,8,1,4,0,9,2.0
2023,8,1,7,0,9,5.0
2023,8,1,8,0,9,5.0
2023,8,1,5,0,9,
2023,8,1,10,0,9,5.0
2023,8,1,33,0,9,1.0
2023,8,1,17,0,9,
2023,8,2,34,0,9,
2023,8,2,12,0,9,1.0
2023,8,2,35,0,9,
2023,8,2,17,0,9,
2023,8,2,15,0,9,1.0
2023,8,2,36,0,9,
2023,8,2,37,0,9,2.0
2023,8,2,38,0,9,2.0
2023,8,2,16,0,9,
2023,8,2,39,0,9,1.0
2023,8,3,22,0,9,
2023,8,3,40,0,9,
2023,8,3,21,0,9,1.0
2023,8,3,41,0,9,
2023,8,3,42,0,9,
2023,8,3,43,0,9,
2023,8,3,44,0,9,
2023,8,3,45,0,9,
2023,8,3,46,0,9,
2023,8,3,47,0,9,
2023,12,1,1,0,9,2.0
2023,12,1,6,0,9,2.0
2023,12,1,3,0,9,1.0
2023,12,1,4,0,9,4.0
2023,12,1,7,0,9,
2023,12,1,5,0,9,1.0
2023,12,1,10,0,9,3.0
2023,12,1,17,0,9,
2023,12,1,48,0,9,
2023,12,1,8,0,9,2.0
2023,12,2,35,0,9,
2023,12,2,49,0,9,
2023,12,2,11,0,9,1.0
2023,12,2,12,0,9,5.0
2023,12,2,17,0,9,
2023,12,2,15,0,9,
2023,12,2,50,0,9,1.0
2023,12,2,14,0,9,
2023,12,2,16,0,9,1.0
2023,12,2,51,0,9,
2023,12,3,52,0,9,
2023,12,3,22,0,9,
2023,12,3,23,0,9,
2023,12,3,53,0,9,
2023,12,3,54,0,9,
2023,12,3,55,0,9,
2023,12,3,56,0,9,
2023,12,3,57,0,9,
2023,12,3,58,0,9,
2023,7,1,1,0,9,1.0
2023,7,1,3,0,9,2.0
2023,7,1,4,0,9,3.0
2023,7,1,7,0,9,3.0
2023,7,1,6,0,9,2.0
2023,7,1,8,0,9,2.0
2023,7,1,10,0,9,5.0
2023,7,1,33,0,9,
2023,7,1,5,0,9,
2023,7,1,17,0,9,1.0
2023,7,2,59,0,9,7.0
2023,7,2,11,0,9,2.0
2023,7,2,12,0,9,6.0
2023,7,2,15,0,9,
2023,7,2,17,0,9,
2023,7,2,60,0,9,2.0
2023,7,2,51,0,9,
2023,7,2,61,0,9,1.0
2023,7,2,62,0,9,2.0
2023,7,2,63,0,9,
2023,7,3,64,0,9,
2023,7,3,65,0,9,
2023,7,3,66,0,9,
2023,7,3,22,0,9,
2023,7,3,67,0,9,
2023,7,3,68,0,9,
2023,7,3,69,0,9,
2023,7,3,70,0,9,
2023,7,3,71,0,9,
2023,7,3,72,0,9,
2023,6,1,1,0,9,
2023,6,1,4,0,9,1.0
2023,6,1,9,0,9,
2023,6,1,3,0,9,1.0
2023,6,1,7,0,9,2.0
2023,6,1,73,0,9,1.0
2023,6,1,10,0,9,4.0
2023,6,1,5,0,9,1.0
2023,6,1,17,0,9,
2023,6,1,8,0,9,2.0
2023,6,2,12,0,9,6.0
2023,6,2,16,0,9,1.0
2023,6,2,15,0,9,
2023,6,2,11,0,9,
2023,6,2,36,0,9,1.0
2023,6,2,17,0,9,
2023,6,2,51,0,9,
2023,6,2,14,0,9,1.0
2023,6,2,74,0,9,
2023,6,2,75,0,9,1.0
2023,6,3,66,0,9,
2023,6,3,76,0,9,
2023,6,3,23,0,9,
2023,6,3,77,0,9,
2023,6,3,78,0,9,
2023,6,3,62,0,9,
2023,6,3,79,0,9,
2023,6,3,80,0,9,
2023,6,3,81,0,9,
2023,6,3,82,0,9,
2023,11,1,4,0,9,4.0
2023,11,1,83,0,9,5.0
2023,11,1,6,0,9,4.0
2023,11,1,7,0,9,3.0
2023,11,1,1,0,9,4.0
2023,11,1,17,0,9,2.0
2023,11,1,5,0,9,1.0
2023,11,1,48,0,9,
2023,11,1,84,0,9,
2023,11,1,3,0,9,1.0
2023,11,2,85,0,9,
2023,11,2,15,0,9,
2023,11,2,11,0,9,1.0
2023,11,2,39,0,9,
2023,11,2,59,0,9,2.0
2023,11,2,36,0,9,
2023,11,2,35,0,9,
2023,11,2,16,0,9,
2023,11,2,14,0,9,
2023,11,2,12,0,9,1.0
2023,11,3,52,0,9,
2023,11,3,86,0,9,1.0
2023,11,3,87,0,9,
2023,11,3,88,0,9,
2023,11,3,89,0,9,
2023,11,3,90,0,9,
2023,11,3,91,0,9,
2023,11,3,92,0,9,
2023,11,3,93,0,9,
2023,11,3,94,0,9,
2023,10,1,1,0,9,2.0
2023,10,1,6,0,9,4.0
2023,10,1,3,0,9,2.0
2023,10,1,4,0,9,6.0
2023,10,1,7,0,9,5.0
2023,10,1,48,0,9,1.0
2023,10,1,10,0,9,5.0
2023,10,1,8,0,9,4.0
2023,10,1,5,0,9,1.0
2023,10,1,17,0,9,2.0
2023,10,2,35,0,9,
2023,10,2,49,0,9,
2023,10,2,12,0,9,6.0
2023,10,2,11,0,9,
2023,10,2,17,0,9,1.0
2023,10,2,15,0,9,3.0
2023,10,2,16,0,9,1.0
2023,10,2,95,0,9,
2023,10,2,14,0,9,1.0
2023,10,2,51,0,9,
2023,10,3,52,0,9,1.0
2023,10,3,35,0,9,
2023,10,3,23,0,9,
2023,10,3,21,0,9,
2023,10,3,95,0,9,
2023,10,3,96,0,9,
2023,10,3,41,0,9,
2023,10,3,97,0,9,
2023,10,3,98,0,9,
2023,10,3,99,0,9,
2023,9,1,1,0,9,3.0
2023,9,1,6,0,9,1.0
2023,9,1,3,0,9,3.0
2023,9,1,4,0,9,1.0
2023,9,1,7,0,9,5.0
2023,9,1,10,0,9,4.0
2023,9,1,8,0,9,4.0
2023,9,1,48,0,9,1.0
2023,9,1,84,0,9,1.0
2023,9,1,5,0,9,
2023,9,2,35,0,9,0.0
2023,9,2,12,0,9,3.0
2023,9,2,11,0,9,0.0
2023,9,2,17,0,9,2.0
2023,9,2,49,0,9,0.0
2023,9,2,95,0,9,0.0
2023,9,2,15,0,9,0.0
2023,9,2,16,0,9,0.0
2023,9,2,51,0,9,0.0
2023,9,2,14,0,9,1.0
2023,9,3,52,0,9,
2023,9,3,100,0,9,
2023,9,3,101,0,9,
2023,9,3,102,0,9,
2023,9,3,103,0,9,
2023,9,3,104,0,9,
2023,9,3,105,0,9,
2023,9,3,106,0,9,
2023,9,3,107,0,9,
2023,9,3,108,0,9,
2023,4,1,1,1,10,
2023,4,1,2,1,10,9.0
2023,4,1,3,1,10,1.0
2023,4,1,4,1,10,1.0
2023,4,1,5,1,10,
2023,4,1,6,1,10,1.0
2023,4,1,7,1,10,3.0
2023,4,1,8,1,10,1.0
2023,4,1,9,1,10,
2023,4,1,10,1,10,
2023,4,2,11,1,10,1.0
2023,4,2,12,1,10,
2023,4,2,13,1,10,
2023,4,2,14,1,10,
2023,4,2,15,1,10,
2023,4,2,16,1,10,
2023,4,2,17,1,10,1.0
2023,4,2,18,1,10,
2023,4,2,19,1,10,
2023,4,2,20,1,10,1.0
2023,4,3,21,1,10,
2023,4,3,22,1,10,
2023,4,3,23,1,10,
2023,4,3,24,1,10,
2023,4,3,25,1,10,
2023,4,3,26,1,10,
2023,4,3,27,1,10,
2023,4,3,28,1,10,
2023,4,3,29,1,10,
2023,4,3,30,1,10,
2023,4,3,31,1,10,
2023,4,3,32,1,10,
2023,8,1,1,1,10,
2023,8,1,3,1,10,
2023,8,1,9,1,10,
2023,8,1,4,1,10,1.0
2023,8,1,7,1,10,
2023,8,1,8,1,10,4.0
2023,8,1,5,1,10,
2023,8,1,10,1,10,6.0
2023,8,1,33,1,10,1.0
2023,8,1,17,1,10,2.0
2023,8,2,34,1,10,2.0
2023,8,2,12,1,10,1.0
2023,8,2,35,1,10,
2023,8,2,17,1,10,3.0
2023,8,2,15,1,10,
2023,8,2,36,1,10,
2023,8,2,37,1,10,4.0
2023,8,2,38,1,10,2.0
2023,8,2,16,1,10,
2023,8,2,39,1,10,
2023,8,3,22,1,10,
2023,8,3,40,1,10,
2023,8,3,21,1,10,1.0
2023,8,3,41,1,10,
2023,8,3,42,1,10,
2023,8,3,43,1,10,
2023,8,3,44,1,10,
2023,8,3,45,1,10,
2023,8,3,46,1,10,
2023,8,3,47,1,10,
2023,12,1,1,1,10,1.0
2023,12,1,6,1,10,1.0
2023,12,1,3,1,10,2.0
2023,12,1,4,1,10,2.0
2023,12,1,7,1,10,1.0
2023,12,1,5,1,10,
2023,12,1,10,1,10,
2023,12,1,17,1,10,
2023,12,1,48,1,10,
2023,12,1,8,1,10,
2023,12,2,35,1,10,
2023,12,2,49,1,10,
2023,12,2,11,1,10,
2023,12,2,12,1,10,
2023,12,2,17,1,10,
2023,12,2,15,1,10,
2023,12,2,50,1,10,1.0
2023,12,2,14,1,10,1.0
2023,12,2,16,1,10,
2023,12,2,51,1,10,
2023,12,3,52,1,10,
2023,12,3,22,1,10,
2023,12,3,23,1,10,
2023,12,3,53,1,10,
2023,12,3,54,1,10,1.0
2023,12,3,55,1,10,
2023,12,3,56,1,10,
2023,12,3,57,1,10,
2023,12,3,58,1,10,
2023,7,1,1,1,10,
2023,7,1,3,1,10,
2023,7,1,4,1,10,3.0
2023,7,1,7,1,10,3.0
2023,7,1,6,1,10,
2023,7,1,8,1,10,1.0
2023,7,1,10,1,10,2.0
2023,7,1,33,1,10,
2023,7,1,5,1,10,2.0
2023,7,1,17,1,10,
2023,7,2,59,1,10,2.0
2023,7,2,11,1,10,1.0
2023,7,2,12,1,10,1.0
2023,7,2,15,1,10,
2023,7,2,17,1,10,
2023,7,2,60,1,10,
2023,7,2,51,1,10,
2023,7,2,61,1,10,
2023,7,2,62,1,10,
2023,7,2,63,1,10,
2023,7,3,64,1,10,
2023,7,3,65,1,10,
2023,7,3,66,1,10,
2023,7,3,22,1,10,
2023,7,3,67,1,10,
2023,7,3,68,1,10,
2023,7,3,69,1,10,
2023,7,3,70,1,10,
2023,7,3,71,1,10,
2023,7,3,72,1,10,
2023,6,1,1,1,10,1.0
2023,6,1,4,1,10,2.0
2023,6,1,9,1,10,1.0
2023,6,1,3,1,10,2.0
2023,6,1,7,1,10,2.0
2023,6,1,73,1,10,1.0
2023,6,1,10,1,10,
2023,6,1,5,1,10,
2023,6,1,17,1,10,1.0
2023,6,1,8,1,10,2.0
2023,6,2,12,1,10,2.0
2023,6,2,16,1,10,
2023,6,2,15,1,10,1.0
2023,6,2,11,1,10,1.0
2023,6,2,36,1,10,3.0
2023,6,2,17,1,10,2.0
2023,6,2,51,1,10,
2023,6,2,14,1,10,1.0
2023,6,2,74,1,10,
2023,6,2,75,1,10,
2023,6,3,66,1,10,
2023,6,3,76,1,10,
2023,6,3,23,1,10,
2023,6,3,77,1,10,
2023,6,3,78,1,10,
2023,6,3,62,1,10,
2023,6,3,79,1,10,
2023,6,3,80,1,10,
2023,6,3,81,1,10,
2023,6,3,82,1,10,
2023,11,1,4,1,10,4.0
2023,11,1,83,1,10,7.0
2023,11,1,6,1,10,
2023,11,1,7,1,10,4.0
2023,11,1,1,1,10,
2023,11,1,17,1,10,1.0
2023,11,1,5,1,10,
2023,11,1,48,1,10,
2023,11,1,84,1,10,2.0
2023,11,1,3,1,10,
2023,11,2,85,1,10,
2023,11,2,15,1,10,
2023,11,2,11,1,10,
2023,11,2,39,1,10,
2023,11,2,59,1,10,1.0
2023,11,2,36,1,10,
2023,11,2,35,1,10,
2023,11,2,16,1,10,1.0
2023,11,2,14,1,10,
2023,11,2,12,1,10,1.0
2023,11,3,52,1,10,
2023,11,3,86,1,10,
2023,11,3,87,1,10,
2023,11,3,88,1,10,
2023,11,3,89,1,10,
2023,11,3,90,1,10,
2023,11,3,91,1,10,
2023,11,3,92,1,10,
2023,11,3,93,1,10,
2023,11,3,94,1,10,1.0
2023,10,1,1,1,10,
2023,10,1,6,1,10,1.0
2023,10,1,3,1,10,2.0
2023,10,1,4,1,10,2.0
2023,10,1,7,1,10,4.0
2023,10,1,48,1,10,1.0
2023,10,1,10,1,10,1.0
2023,10,1,8,1,10,1.0
2023,10,1,5,1,10,
2023,10,1,17,1,10,
2023,10,2,35,1,10,
2023,10,2,49,1,10,3.0
2023,10,2,12,1,10,
2023,10,2,11,1,10,1.0
2023,10,2,17,1,10,
2023,10,2,15,1,10,1.0
2023,10,2,16,1,10,
2023,10,2,95,1,10,
2023,10,2,14,1,10,
2023,10,2,51,1,10,
2023,10,3,52,1,10,
2023,10,3,35,1,10,
2023,10,3,23,1,10,
2023,10,3,21,1,10,
2023,10,3,95,1,10,
2023,10,3,96,1,10,
2023,10,3,41,1,10,
2023,10,3,97,1,10,
2023,10,3,98,1,10,
2023,10,3,99,1,10,
2023,9,1,1,1,10,1.0
2023,9,1,6,1,10,1.0
2023,9,1,3,1,10,
2023,9,1,4,1,10,6.0
2023,9,1,7,1,10,3.0
2023,9,1,10,1,10,2.0
2023,9,1,8,1,10,4.0
2023,9,1,48,1,10,
2023,9,1,84,1,10,
2023,9,1,5,1,10,
2023,9,2,35,1,10,0.0
2023,9,2,12,1,10,2.0
2023,9,2,11,1,10,1.0
2023,9,2,17,1,10,3.0
2023,9,2,49,1,10,0.0
2023,9,2,95,1,10,0.0
2023,9,2,15,1,10,1.0
2023,9,2,16,1,10,0.0
2023,9,2,51,1,10,0.0
2023,9,2,14,1,10,0.0
2023,9,3,52,1,10,1.0
2023,9,3,100,1,10,
2023,9,3,101,1,10,
2023,9,3,102,1,10,
2023,9,3,103,1,10,
2023,9,3,104,1,10,
2023,9,3,105,1,10,
2023,9,3,106,1,10,
2023,9,3,107,1,10,
2023,9,3,108,1,10,
2023,4,1,1,0,10,
2023,4,1,2,0,10,14.0
2023,4,1,3,0,10,1.0
2023,4,1,4,0,10,2.0
2023,4,1,5,0,10,1.0
2023,4,1,6,0,10,
2023,4,1,7,0,10,1.0
2023,4,1,8,0,10,1.0
2023,4,1,9,0,10,
2023,4,1,10,0,10,5.0
2023,4,2,11,0,10,1.0
2023,4,2,12,0,10,2.0
2023,4,2,13,0,10,
2023,4,2,14,0,10,
2023,4,2,15,0,10,
2023,4,2,16,0,10,
2023,4,2,17,0,10,
2023,4,2,18,0,10,
2023,4,2,19,0,10,
2023,4,2,20,0,10,
2023,4,3,21,0,10,
2023,4,3,22,0,10,1.0
2023,4,3,23,0,10,
2023,4,3,24,0,10,
2023,4,3,25,0,10,
2023,4,3,26,0,10,
2023,4,3,27,0,10,
2023,4,3,28,0,10,
2023,4,3,29,0,10,
2023,4,3,30,0,10,
2023,4,3,31,0,10,
2023,4,3,32,0,10,
2023,8,1,1,0,10,2.0
2023,8,1,3,0,10,2.0
2023,8,1,9,0,10,
2023,8,1,4,0,10,1.0
2023,8,1,7,0,10,1.0
2023,8,1,8,0,10,2.0
2023,8,1,5,0,10,
2023,8,1,10,0,10,4.0
2023,8,1,33,0,10,1.0
2023,8,1,17,0,10,
2023,8,2,34,0,10,1.0
2023,8,2,12,0,10,4.0
2023,8,2,35,0,10,
2023,8,2,17,0,10,
2023,8,2,15,0,10,
2023,8,2,36,0,10,
2023,8,2,37,0,10,
2023,8,2,38,0,10,1.0
2023,8,2,16,0,10,
2023,8,2,39,0,10,
2023,8,3,22,0,10,
2023,8,3,40,0,10,
2023,8,3,21,0,10,
2023,8,3,41,0,10,
2023,8,3,42,0,10,
2023,8,3,43,0,10,
2023,8,3,44,0,10,
2023,8,3,45,0,10,
2023,8,3,46,0,10,
2023,8,3,47,0,10,
2023,12,1,1,0,10,2.0
2023,12,1,6,0,10,4.0
2023,12,1,3,0,10,
2023,12,1,4,0,10,4.0
2023,12,1,7,0,10,3.0
2023,12,1,5,0,10,
2023,12,1,10,0,10,2.0
2023,12,1,17,0,10,
2023,12,1,48,0,10,
2023,12,1,8,0,10,2.0
2023,12,2,35,0,10,
2023,12,2,49,0,10,
2023,12,2,11,0,10,
2023,12,2,12,0,10,3.0
2023,12,2,17,0,10,
2023,12,2,15,0,10,1.0
2023,12,2,50,0,10,1.0
2023,12,2,14,0,10,1.0
2023,12,2,16,0,10,
2023,12,2,51,0,10,
2023,12,3,52,0,10,
2023,12,3,22,0,10,
2023,12,3,23,0,10,
2023,12,3,53,0,10,1.0
2023,12,3,54,0,10,
2023,12,3,55,0,10,
2023,12,3,56,0,10,
2023,12,3,57,0,10,
2023,12,3,58,0,10,
2023,7,1,1,0,10,3.0
2023,7,1,3,0,10,
2023,7,1,4,0,10,3.0
2023,7,1,7,0,10,1.0
2023,7,1,6,0,10,1.0
2023,7,1,8,0,10,1.0
2023,7,1,10,0,10,5.0
2023,7,1,33,0,10,
2023,7,1,5,0,10,
2023,7,1,17,0,10,
2023,7,2,59,0,10,2.0
2023,7,2,11,0,10,2.0
2023,7,2,12,0,10,2.0
2023,7,2,15,0,10,
2023,7,2,17,0,10,
2023,7,2,60,0,10,1.0
2023,7,2,51,0,10,
2023,7,2,61,0,10,
2023,7,2,62,0,10,
2023,7,2,63,0,10,
2023,7,3,64,0,10,
2023,7,3,65,0,10,
2023,7,3,66,0,10,
2023,7,3,22,0,10,
2023,7,3,67,0,10,
2023,7,3,68,0,10,
2023,7,3,69,0,10,
2023,7,3,70,0,10,
2023,7,3,71,0,10,
2023,7,3,72,0,10,
2023,6,1,1,0,10,
2023,6,1,4,0,10,4.0
2023,6,1,9,0,10,1.0
2023,6,1,3,0,10,
2023,6,1,7,0,10,2.0
2023,6,1,73,0,10,
2023,6,1,10,0,10,4.0
2023,6,1,5,0,10,
2023,6,1,17,0,10,1.0
2023,6,1,8,0,10,2.0
2023,6,2,12,0,10,6.0
2023,6,2,16,0,10,
2023,6,2,15,0,10,
2023,6,2,11,0,10,
2023,6,2,36,0,10,1.0
2023,6,2,17,0,10,1.0
2023,6,2,51,0,10,
2023,6,2,14,0,10,
2023,6,2,74,0,10,
2023,6,2,75,0,10,1.0
2023,6,3,66,0,10,
2023,6,3,76,0,10,1.0
2023,6,3,23,0,10,
2023,6,3,77,0,10,
2023,6,3,78,0,10,
2023,6,3,62,0,10,
2023,6,3,79,0,10,
2023,6,3,80,0,10,
2023,6,3,81,0,10,
2023,6,3,82,0,10,
2023,11,1,4,0,10,6.0
2023,11,1,83,0,10,2.0
2023,11,1,6,0,10,2.0
2023,11,1,7,0,10,2.0
2023,11,1,1,0,10,2.0
2023,11,1,17,0,10,
2023,11,1,5,0,10,
2023,11,1,48,0,10,
2023,11,1,84,0,10,
2023,11,1,3,0,10,1.0
2023,11,2,85,0,10,
2023,11,2,15,0,10,
2023,11,2,11,0,10,
2023,11,2,39,0,10,
2023,11,2,59,0,10,2.0
2023,11,2,36,0,10,
2023,11,2,35,0,10,1.0
2023,11,2,16,0,10,
2023,11,2,14,0,10,
2023,11,2,12,0,10,3.0
2023,11,3,52,0,10,
2023,11,3,86,0,10,
2023,11,3,87,0,10,
2023,11,3,88,0,10,
2023,11,3,89,0,10,
2023,11,3,90,0,10,
2023,11,3,91,0,10,
2023,11,3,92,0,10,
2023,11,3,93,0,10,
2023,11,3,94,0,10,
2023,10,1,1,0,10,1.0
2023,10,1,6,0,10,5.0
2023,10,1,3,0,10,
2023,10,1,4,0,10,4.0
2023,10,1,7,0,10,3.0
2023,10,1,48,0,10,1.0
2023,10,1,10,0,10,4.0
2023,10,1,8,0,10,2.0
2023,10,1,5,0,10,
2023,10,1,17,0,10,1.0
2023,10,2,35,0,10,
2023,10,2,49,0,10,
2023,10,2,12,0,10,3.0
2023,10,2,11,0,10,1.0
2023,10,2,17,0,10,1.0
2023,10,2,15,0,10,
2023,10,2,16,0,10,
2023,10,2,95,0,10,1.0
2023,10,2,14,0,10,
2023,10,2,51,0,10,
2023,10,3,52,0,10,
2023,10,3,35,0,10,
2023,10,3,23,0,10,
2023,10,3,21,0,10,
2023,10,3,95,0,10,
2023,10,3,96,0,10,
2023,10,3,41,0,10,
2023,10,3,97,0,10,
2023,10,3,98,0,10,
2023,10,3,99,0,10,
2023,9,1,1,0,10,2.0
2023,9,1,6,0,10,1.0
2023,9,1,3,0,10,
2023,9,1,4,0,10,3.0
2023,9,1,7,0,10,
2023,9,1,10,0,10,6.0
2023,9,1,8,0,10,2.0
2023,9,1,48,0,10,1.0
2023,9,1,84,0,10,
2023,9,1,5,0,10,1.0
2023,9,2,35,0,10,0.0
2023,9,2,12,0,10,1.0
2023,9,2,11,0,10,0.0
2023,9,2,17,0,10,0.0
2023,9,2,49,0,10,0.0
2023,9,2,95,0,10,0.0
2023,9,2,15,0,10,0.0
2023,9,2,16,0,10,0.0
2023,9,2,51,0,10,0.0
2023,9,2,14,0,10,0.0
2023,9,3,52,0,10,
2023,9,3,100,0,10,
2023,9,3,101,0,10,
2023,9,3,102,0,10,
2023,9,3,103,0,10,
2023,9,3,104,0,10,
2023,9,3,105,0,10,
2023,9,3,106,0,10,
2023,9,3,107,0,10,
2023,9,3,108,0,10,
2023,4,1,1,1,11,
2023,4,1,2,1,11,3.0
2023,4,1,3,1,11,
2023,4,1,4,1,11,
2023,4,1,5,1,11,2.0
2023,4,1,6,1,11,
2023,4,1,7,1,11,2.0
2023,4,1,8,1,11,
2023,4,1,9,1,11,
2023,4,1,10,1,11,3.0
2023,4,2,11,1,11,1.0
2023,4,2,12,1,11,3.0
2023,4,2,13,1,11,
2023,4,2,14,1,11,
2023,4,2,15,1,11,
2023,4,2,16,1,11,
2023,4,2,17,1,11,1.0
2023,4,2,18,1,11,
2023,4,2,19,1,11,
2023,4,2,20,1,11,
2023,4,3,21,1,11,
2023,4,3,22,1,11,
2023,4,3,23,1,11,1.0
2023,4,3,24,1,11,
2023,4,3,25,1,11,1.0
2023,4,3,26,1,11,
2023,4,3,27,1,11,
2023,4,3,28,1,11,
2023,4,3,29,1,11,
2023,4,3,30,1,11,
2023,4,3,31,1,11,
2023,4,3,32,1,11,
2023,8,1,1,1,11,
2023,8,1,3,1,11,3.0
2023,8,1,9,1,11,
2023,8,1,4,1,11,5.0
2023,8,1,7,1,11,2.0
2023,8,1,8,1,11,1.0
2023,8,1,5,1,11,
2023,8,1,10,1,11,5.0
2023,8,1,33,1,11,2.0
2023,8,1,17,1,11,3.0
2023,8,2,34,1,11,2.0
2023,8,2,12,1,11,1.0
2023,8,2,35,1,11,
2023,8,2,17,1,11,3.0
2023,8,2,15,1,11,3.0
2023,8,2,36,1,11,
2023,8,2,37,1,11,1.0
2023,8,2,38,1,11,1.0
2023,8,2,16,1,11,
2023,8,2,39,1,11,
2023,8,3,22,1,11,1.0
2023,8,3,40,1,11,
2023,8,3,21,1,11,
2023,8,3,41,1,11,
2023,8,3,42,1,11,
2023,8,3,43,1,11,
2023,8,3,44,1,11,
2023,8,3,45,1,11,
2023,8,3,46,1,11,
2023,8,3,47,1,11,
2023,12,1,1,1,11,1.0
2023,12,1,6,1,11,2.0
2023,12,1,3,1,11,1.0
2023,12,1,4,1,11,1.0
2023,12,1,7,1,11,3.0
2023,12,1,5,1,11,1.0
2023,12,1,10,1,11,1.0
2023,12,1,17,1,11,2.0
2023,12,1,48,1,11,
2023,12,1,8,1,11,
2023,12,2,35,1,11,
2023,12,2,49,1,11,
2023,12,2,11,1,11,
2023,12,2,12,1,11,
2023,12,2,17,1,11,
2023,12,2,15,1,11,
2023,12,2,50,1,11,1.0
2023,12,2,14,1,11,
2023,12,2,16,1,11,
2023,12,2,51,1,11,
2023,12,3,52,1,11,
2023,12,3,22,1,11,
2023,12,3,23,1,11,
2023,12,3,53,1,11,
2023,12,3,54,1,11,
2023,12,3,55,1,11,
2023,12,3,56,1,11,
2023,12,3,57,1,11,
2023,12,3,58,1,11,
2023,7,1,1,1,11,
2023,7,1,3,1,11,2.0
2023,7,1,4,1,11,4.0
2023,7,1,7,1,11,4.0
2023,7,1,6,1,11,
2023,7,1,8,1,11,
2023,7,1,10,1,11,1.0
2023,7,1,33,1,11,2.0
2023,7,1,5,1,11,
2023,7,1,17,1,11,1.0
2023,7,2,59,1,11,4.0
2023,7,2,11,1,11,
2023,7,2,12,1,11,
2023,7,2,15,1,11,1.0
2023,7,2,17,1,11,1.0
2023,7,2,60,1,11,1.0
2023,7,2,51,1,11,
2023,7,2,61,1,11,1.0
2023,7,2,62,1,11,2.0
2023,7,2,63,1,11,
2023,7,3,64,1,11,
2023,7,3,65,1,11,
2023,7,3,66,1,11,
2023,7,3,22,1,11,
2023,7,3,67,1,11,
2023,7,3,68,1,11,1.0
2023,7,3,69,1,11,
2023,7,3,70,1,11,
